Name,domain,Address,Website,source_city,sub_city,state,status,reason
4th Level Roasters,4thlevelroasters.com,"381 United Ct #2, Lexington, KY 40509",http://4thlevelroasters.com/,Louisville,Louisville,KY,accepted,
Dry Stack Coffee Roastery + Coffee Bar,drystackcoffee.com,"219 W Main St, Danville, KY 40422",http://www.drystackcoffee.com/,Louisville,Louisville,KY,accepted,
Archer and Company Roasters,archerroasters.com,"1720 Petersburg Rd Suite 2, Hebron, KY 41048",https://archerroasters.com/,Louisville,Louisville,KY,accepted,
Creative Coffees Roastery,creativecoffees.com,"2000 Fortune Dr, Winchester, KY 40391",http://www.creativecoffees.com/,Louisville,Louisville,KY,accepted,
Big Turkey Foot Coffee,bigturkeyfoot.com,"1738 Moseley St Suite A, Owensboro, KY 42303",http://www.bigturkeyfoot.com/,Louisville,Louisville,KY,accepted,
Campfire Roasters: Express,campfireroasters.net,"1060 Margaret Ct, Madisonville, KY 42431",https://www.campfireroasters.net/,Louisville,Louisville,KY,accepted,
Gene's Beans Coffee Co.,genesbeanscoffee.com,"1738 Moseley St, Owensboro, KY 42303",https://genesbeanscoffee.com/,Louisville,Louisville,KY,accepted,
Yokefellow Coffee Roasters,yokefellowcoffeeroasters.com,"614 E Dixie Ave, Elizabethtown, KY 42701",https://www.yokefellowcoffeeroasters.com/,Louisville,Louisville,KY,accepted,
Tuscan Hills Coffee Company,tuscanhillscoffee.com,"111 Roberts Rd, Campbellsville, KY 42718",https://www.tuscanhillscoffee.com/,Louisville,Louisville,KY,accepted,
Strata Coffee Roasting,stratacoffeeroasting.com,No address provided,https://stratacoffeeroasting.com/contactus,Louisville,Louisville,KY,accepted,
Nate's Coffee Wholesale,natescoffee.com,"949 National Ave Suite 104, Lexington, KY 40502",http://natescoffee.com/,Louisville,Louisville,KY,accepted,
South Fork Coffee Company,southforkcoffeeco.com,"975 KY-910, Liberty, KY 42539",https://www.southforkcoffeeco.com/contact,Louisville,Louisville,KY,accepted,
Magic Beans Coffee Roasters,magicbeanscoffee.com,"501 W 6th St, Lexington, KY 40508",http://magicbeanscoffee.com/,Louisville,Louisville,KY,accepted,
Hos Coffee,hoscoffee.com,"1207 Highland Ave, Carrollton, KY 41008",https://hoscoffee.com/,Louisville,Louisville,KY,accepted,
Artisan Roast Broughton street,artisanroast.co.uk,"57 Broughton St, Edinburgh EH1 3RJ, United Kingdom",http://www.artisanroast.co.uk/,Louisville,Louisville,KY,accepted,
Respawn Coffee Company,respawncoffeecompany.com,"208 Segler Dr, Oak Grove, KY 42262",https://www.respawncoffeecompany.com/,Louisville,Louisville,KY,accepted,
Ridley Roasthouse,ridleyroasthouse.com,"400 E Main Ave #110, Bowling Green, KY 42101",http://ridleyroasthouse.com/,Louisville,Louisville,KY,accepted,
Ace Coffee Co,acecoffeecafe.com,"203 Broadway St, Cave City, KY 42127",http://www.acecoffeecafe.com/,Louisville,Louisville,KY,accepted,
BIGGBY COFFEE,biggby.com,"1263 Mt Eden Rd, Shelbyville, KY 40065",https://biggby.com/,Louisville,Louisville,KY,accepted,
Analog Coffee Bar,carabellocoffee.com,"107 E 9th St, Newport, KY 41071",https://www.carabellocoffee.com/pages/analog,Louisville,Louisville,KY,accepted,
Unify Coffee Co,unifycoffee.co,"121 Bethel Harvest Dr, Nicholasville, KY 40356",https://unifycoffee.co/,Louisville,Louisville,KY,accepted,
Albunn Coffee House,albunncoffee.com,"333 East Ave, Rochester, NY 14604",https://albunncoffee.com/,Rochester,Rochester,NY,accepted,
Joe Bean Roasters,joebeanroasters.com,"565 Blossom Rd e1, Rochester, NY 14610",http://www.joebeanroasters.com/,Rochester,Rochester,NY,accepted,
Evening Star Coffee Roasters- Coffee Service & Coffee Roastery,eveningstarcoffeeroasters.com,"5700 Tec Dr, Avon, NY 14414",http://www.eveningstarcoffeeroasters.com/,Rochester,Rochester,NY,accepted,
Ink Wtr Coffee Roasters,inkwtr.com,"1150 University Ave, Rochester, NY 14607",http://inkwtr.com/,Rochester,Rochester,NY,accepted,
Java's Coffee Roasters,javascafe.com,"65 Pennsylvania Ave, Rochester, NY 14609",http://javascafe.com/,Rochester,Rochester,NY,accepted,
Fuego Coffee Roasters,fuegocoffee.com,"1 Woodbury Blvd, Rochester, NY 14604",http://www.fuegocoffee.com/,Rochester,Rochester,NY,accepted,
Layali Coffee House,layalicoffeehouse.com,"942 Jefferson Rd, Rochester, NY 14623",http://layalicoffeehouse.com/,Rochester,Rochester,NY,accepted,
Finger Lakes Coffee Roasters,fingerlakescoffee.com,"6081 NY-96, Farmington, NY 14425",https://fingerlakescoffee.com/,Rochester,Rochester,NY,accepted,
Elvio's Coffee,elvioscoffee.com,"1350 Empire Blvd, Rochester, NY 14609",https://www.elvioscoffee.com/,Rochester,Rochester,NY,accepted,
New City Cafe & Roastery,newcityroc.com,"441 Parsells Ave, Rochester, NY 14609",https://www.newcityroc.com/,Rochester,Rochester,NY,accepted,
Equal Grounds Community Cafe,equalgroundscafe.com,"750 South Ave, Rochester, NY 14620",http://www.equalgroundscafe.com/,Rochester,Rochester,NY,accepted,
Simple Roast Coffee - East,simpleroastcoffee.com,"360 Grant Ave, Auburn, NY 13021",http://www.simpleroastcoffee.com/,Rochester,Rochester,NY,accepted,
Leaf & Bean Coffee Co,leafandbeancoffeeco.com,"3240 Chili Ave B1, Rochester, NY 14624",https://www.leafandbeancoffeeco.com/,Rochester,Rochester,NY,accepted,
"Java Junction Coffee Roasters, Bakery & Restaurant",javajunction.cafe,"56 Main St S, Brockport, NY 14420",https://javajunction.cafe/,Rochester,Rochester,NY,accepted,
Amity Coffee Co.,amitycoffee.co,"3 Main St, Penn Yan, NY 14527",http://amitycoffee.co/,Rochester,Rochester,NY,accepted,
Forty Weight Coffee Roasters,fortyweightcoffee.cafe,"770 Cascadilla St, Ithaca, NY 14850",http://fortyweightcoffee.cafe/,Rochester,Rochester,NY,accepted,
"JAVA-GOURMET Company Store, Black Cat Bistro, Keuka Lake Coffee Roasters, and Seneca Salt Company",java-gourmet.com,"2808 NY-54A, Penn Yan, NY 14527",https://java-gourmet.com/,Rochester,Rochester,NY,accepted,
Off the Trail Coffee Company,offthetrailcoffeeco.com,"4545 Witherden Rd, Marion, NY 14505",https://www.offthetrailcoffeeco.com/,Rochester,Rochester,NY,accepted,
New Day Coffee Roasters,newdaycoffeeroasters.com,"3046 Niagara Falls Blvd, North Tonawanda, NY 14120",http://newdaycoffeeroasters.com/,Rochester,Rochester,NY,accepted,
Adirondack Coffee Roasters,adkcoffeeroasters.com,"373 State Rte 3 Suite 1, Plattsburgh, NY 12901",http://www.adkcoffeeroasters.com/,Rochester,Rochester,NY,accepted,
Georgio's Coffee Roasters,georgioscoffee.com,"1965 New Hwy, Farmingdale, NY 11735",http://www.georgioscoffee.com/,Rochester,Rochester,NY,accepted,
Unique Coffee Roasters,uniquecoffeeroasters.com,"3075 Richmond Ter, Staten Island, NY 10303",http://www.uniquecoffeeroasters.com/,Rochester,Rochester,NY,accepted,
Gloria Jean's Coffees,gloriajeans.com,"420 Greece Ridge Center Dr, Rochester, NY 14626",https://www.gloriajeans.com/,Rochester,Rochester,NY,accepted,
Stedman Corners Coffee Roasters,stedmancoffee.com,"169 W Fairmount Ave, Lakewood, NY 14750",https://www.stedmancoffee.com/,Rochester,Rochester,NY,accepted,
Recess Coffee Westcott,recesscoffee.com,"110 Harvard Pl, Syracuse, NY 13210",http://recesscoffee.com/,Rochester,Rochester,NY,accepted,
"Oak Hill Bulk Foods, Inc.",oakhillbulkfoods.com,"3173 NY-14A, Penn Yan, NY 14527",http://oakhillbulkfoods.com/,Rochester,Rochester,NY,accepted,
Whole Latte Love,wholelattelove.com,"2200 Brighton Henrietta Town Line Rd, Rochester, NY 14623",http://www.wholelattelove.com/,Rochester,Rochester,NY,accepted,
McCullagh Coffee,mccullaghcoffee.com,"245 Swan St, Buffalo, NY 14204",http://www.mccullaghcoffee.com/,Rochester,Rochester,NY,accepted,
Goodrich Coffee & Tea,goodrichcoffee.com,"9450 Main St, Clarence, NY 14031",http://www.goodrichcoffee.com/,Rochester,Rochester,NY,accepted,
"Origin Coffee Co. | Saranac Lake, NY",origincoffeeadk.com,"77 Main St, Saranac Lake, NY 12983",http://www.origincoffeeadk.com/,Rochester,Rochester,NY,accepted,
Partners Coffee - North 6 Street Williamsburg,partnerscoffee.com,"125 N 6th St, Brooklyn, NY 11249",http://www.partnerscoffee.com/,Rochester,Rochester,NY,accepted,
Old Mountain Coffee Company,oldmountaincoffee.com,"1767 NY-73, Keene Valley, NY 12943",http://oldmountaincoffee.com/,Rochester,Rochester,NY,accepted,
Coffee Project New York | Fort Greene,coffeeprojectny.com,"78 Rockwell Pl, Brooklyn, NY 11217",https://coffeeprojectny.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bk,Rochester,Rochester,NY,accepted,
Dear Mama,dearmamacoffee.com,"611 W 129th St, New York, NY 10027",http://www.dearmamacoffee.com/,Rochester,Rochester,NY,accepted,
Premium Coffee Company,premiumcoffeeco.com,"2510 Hamburg Turnpike, Buffalo, NY 14218",http://premiumcoffeeco.com/,Rochester,Rochester,NY,accepted,
Untold Coffee Lab,untoldcoffeelab.com,"2200 Brighton Henrietta Town Line Rd, Rochester, NY 14623",https://untoldcoffeelab.com/,Rochester,Rochester,NY,accepted,
Greater Things Roasters,greaterthingsroasters.com,"10 Hope Plaza, West Coxsackie, NY 12192",http://www.greaterthingsroasters.com/,Rochester,Rochester,NY,accepted,
:3Coffee | Flatiron,3coffeeroasters.com,"29 W 21st St, New York, NY 10010",https://www.3coffeeroasters.com/shop/,Rochester,Rochester,NY,accepted,
Coffee & Stone,coffeeandstone.com,"54 Webster St, North Tonawanda, NY 14120",https://www.coffeeandstone.com/,Rochester,Rochester,NY,accepted,
Bear Mountain Coffee Roasters,bearmountaincoffeeroasters.com,"100 Bucks Hollow Rd, Mahopac, NY 10541",https://www.bearmountaincoffeeroasters.com/,Rochester,Rochester,NY,accepted,
Double Barrel Roasters,doublebarrelroasters.com,"1025 Saw Mill River Rd, Yonkers, NY 10710",https://www.doublebarrelroasters.com/contact/,Rochester,Rochester,NY,accepted,
"Jockey Street Coffee Roasters, LLC",jockeystreetcoffee.com,"9703 NY-19, Houghton, NY 14744",http://www.jockeystreetcoffee.com/,Rochester,Rochester,NY,accepted,
St. Drogo's Coffee & Bake House,saintdrogoscoffee.com,"7514 S State St, Lowville, NY 13367",https://www.saintdrogoscoffee.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11233566835924521391,Rochester,Rochester,NY,accepted,
Craft Coffee House,craftcoffeehousewny.com,"6612 Campbell Blvd, Lockport, NY 14094",https://www.craftcoffeehousewny.com/,Rochester,Rochester,NY,accepted,
North Star Cafe,northstarcafe.org,"92 S Main St, Canandaigua, NY 14424",https://www.northstarcafe.org/,Rochester,Rochester,NY,accepted,
Upstate Coffee,upstatecoffee.com,"50 Elmwood Ave, Gloversville, NY 12078",http://www.upstatecoffee.com/,Rochester,Rochester,NY,accepted,
Felix Roasting Co.,felixroastingco.com,"525 Greenwich St, New York, NY 10013",http://www.felixroastingco.com/,Rochester,Rochester,NY,accepted,
Kings Coast Coffee Company,kingscoastcoffee.com,"55 Carlough Rd, Bohemia, NY 11716",http://kingscoastcoffee.com/,Rochester,Rochester,NY,accepted,
St Kilda Coffee,stkildacoffee.com,"328 W 44th St, New York, NY 10036",http://stkildacoffee.com/,Rochester,Rochester,NY,accepted,
Pelicano Coffee Co.,pelicanocoffee.com,"15 Lewes Rd, Brighton and Hove, Brighton BN2 3HP, United Kingdom",http://www.pelicanocoffee.com/,Rochester,Rochester,NY,accepted,
The Roastery by Trading Post,tradingpostcoffee.co.uk,"13-14 Sydney St, Brighton and Hove, Brighton BN1 4EN, United Kingdom",http://www.tradingpostcoffee.co.uk/,Rochester,Rochester,NY,accepted,
Small Batch Coffee Roasters - Roastery & Cafe,smallbatchcoffeeroasters.co.uk,"Unit 7, Wellington House, Camden St, Brighton and Hove, Brighton BN41 1DU, United Kingdom",https://smallbatchcoffeeroasters.co.uk/,Rochester,Rochester,NY,accepted,
Whole Foods Market,wholefoodsmarket.com,"2740 Monroe Ave, Rochester, NY 14618",https://www.wholefoodsmarket.com/stores/rochester?utm_source=google&utm_medium=organic&utm_campaign=listings,Rochester,Rochester,NY,accepted,
Undergrounds Coffee House and Roastery,undergroundscoffeebuffalo.com,"580 South Park Ave, Buffalo, NY 14210",http://www.undergroundscoffeebuffalo.com/,Rochester,Rochester,NY,accepted,
"J.René Coffee Roasters, LLC",jrenecoffee.com,"320 Park Rd, West Hartford, CT 06119",http://jrenecoffee.com/,Hartford,Hartford,CT,accepted,
Victus Coffee,victuscoffee.com,"777 Main St, Hartford, CT 06103",http://victuscoffee.com/,Hartford,Hartford,CT,accepted,
Ovelle Coffee,ovellecoffee.com,"10 Love Ln #5-109, Hartford, CT 06112",http://www.ovellecoffee.com/,Hartford,Hartford,CT,accepted,
Those Guys Coffee Co.,thoseguys.coffee,"8 Wickett St, Pine Meadow, CT 06061",https://thoseguys.coffee/,Hartford,Hartford,CT,accepted,
Perkatory Coffee Roasters,perkatoryroasters.com,"625 New Park Ave # H, West Hartford, CT 06110",http://www.perkatoryroasters.com/,Hartford,Hartford,CT,accepted,
Alvarium Roasting Company at GastroPark,alvariumbeer.com,"637 New Park Ave, West Hartford, CT 06110",http://alvariumbeer.com/coffee,Hartford,Hartford,CT,accepted,
Drumroll Coffee Roasters,drumrollcoffeeroasters.com,"57 Wells Rd, Wethersfield, CT 06109",https://www.drumrollcoffeeroasters.com/,Hartford,Hartford,CT,accepted,
Omar Coffee Company,omarcoffee.com,"41 Commerce Ct, Newington, CT 06111",https://www.omarcoffee.com/,Hartford,Hartford,CT,accepted,
Sound Coffee Roastery,soundcoffees.com,"2040 Main St, Bridgeport, CT 06604",http://soundcoffees.com/,Hartford,Hartford,CT,accepted,
EB Coffee Roasters,ebcoffeeroasting.com,"250 Willimantic Rd, Chaplin, CT 06235",http://ebcoffeeroasting.com/,Hartford,Hartford,CT,accepted,
Saccuzzo Coffee Company,saccuzzo.com,"149 Louis St, Newington, CT 06111",https://www.saccuzzo.com/,Hartford,Hartford,CT,accepted,
Redding Roasters,reddingroasters.com,"81 Greenwood Ave #1, Bethel, CT 06801",https://www.reddingroasters.com/,Hartford,Hartford,CT,accepted,
Krafted Brew Lab,kraftedbrewlab.com,"725 Bantam Rd, Bantam, CT 06750",http://www.kraftedbrewlab.com/,Hartford,Hartford,CT,accepted,
Shearwater Organic Coffee Roasters,shearwatercoffeeroasters.com,"100 Corporate Dr UNIT B106, Trumbull, CT 06611",http://www.shearwatercoffeeroasters.com/,Hartford,Hartford,CT,accepted,
Baronet Coffee Inc,baronetcoffee.com,"701 Marshall Phelps Rd, Windsor, CT 06095",https://www.baronetcoffee.com/,Hartford,Hartford,CT,accepted,
Daybreak Coffee Roasters,daybreakcoffee.com,"2377 Main St, Glastonbury, CT 06033",http://www.daybreakcoffee.com/,Hartford,Hartford,CT,accepted,
Giv Coffee,givcoffee.com,"194 Albany Turnpike, Canton, CT 06019",http://givcoffee.com/,Hartford,Hartford,CT,accepted,
Roastmasters.com,roastmasters.com,"550 E Main St, Branford, CT 06405",https://www.roastmasters.com/,Hartford,Hartford,CT,accepted,
Deep River Roasters,deepriverroasters.com,"159 Main St, Deep River, CT 06417",http://www.deepriverroasters.com/,Hartford,Hartford,CT,accepted,
Silk City Coffee,silkcitycoffee.com,"763 Main St, Manchester, CT 06040",http://silkcitycoffee.com/,Hartford,Hartford,CT,accepted,
Rebel Dog Coffee Co. EAST HARTFORD,rebeldogcoffeeco.com,"361 Main St, East Hartford, CT 06118",https://www.rebeldogcoffeeco.com/,Hartford,Hartford,CT,accepted,
PROOF Coffee Roasters,proof.coffee,"200 Commons Park S, Stamford, CT 06902",http://www.proof.coffee/,Hartford,Hartford,CT,accepted,
WeHa Brewing & Roasting Company,wehabrewing.com,"141 Shield St, West Hartford, CT 06110",http://www.wehabrewing.com/,Hartford,Hartford,CT,accepted,
Ashlawn Farm Coffee (the cafe),farmcoffee.com,"455 Boston Post Rd #1, Old Saybrook, CT 06475",http://farmcoffee.com/,Hartford,Hartford,CT,accepted,
Nero Kitchen by Caffè Nero,caffenero.com,"13 S Main St, West Hartford, CT 06107",https://www.caffenero.com/us/,Hartford,Hartford,CT,accepted,
ilse coffee,ilsecoffee.com,"35 Railroad St, Canaan, CT 06018",http://www.ilsecoffee.com/,Hartford,Hartford,CT,accepted,
Lions Den Coffee Shop,lionsdencoffeeshop.com,"57 W Main St, Plantsville, CT 06479",http://www.lionsdencoffeeshop.com/,Hartford,Hartford,CT,accepted,
Silvermine Coffee Roasters,silverminecoffee.com,"29 Harbor Ave, Norwalk, CT 06850",http://silverminecoffee.com/,Hartford,Hartford,CT,accepted,
Moodus Mud Coffee Roasters,moodusmud.com,"25 Falls Rd Bldg 6A, Moodus, CT 06469",http://moodusmud.com/home,Hartford,Hartford,CT,accepted,
Camper Coffee,campcoff.com,"4 School St, Madison, CT 06443",http://www.campcoff.com/,Hartford,Hartford,CT,accepted,
Strigo Coffee,strigocoffee.com,"314 Wilson Ave unit o, Norwalk, CT 06854",http://www.strigocoffee.com/,Hartford,Hartford,CT,accepted,
Radial Coffee Company,radialcoffee.com,"1135 Hartford Turnpike, Vernon, CT 06066",https://www.radialcoffee.com/,Hartford,Hartford,CT,accepted,
Absolute Bearing Coffee Company,absolutebearing.coffee,"500 Noank Rd, Mystic, CT 06355",https://www.absolutebearing.coffee/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=447864435235872101,Hartford,Hartford,CT,accepted,
One World Roasters,oneworldroasters.com,"967 N High St, East Haven, CT 06512",http://oneworldroasters.com/,Hartford,Hartford,CT,accepted,
Side Hustle Coffee Roasters Co.,sidehustlecoffeeroastersco.com,"67 O'Connell Rd, Colchester, CT 06415",http://sidehustlecoffeeroastersco.com/,Hartford,Hartford,CT,accepted,
Triple Co Roast,triplecoroast.com,"Unit 12, Montpelier Central, Station Rd, Montpelier, Bristol BS6 5EE, United Kingdom",http://www.triplecoroast.com/,Hartford,Hartford,CT,accepted,
Wogan Coffee Roastery Shop & Brew Bar,wogancoffee.com,"2 Clement St, St Jude's, Bristol BS2 9EQ, United Kingdom",https://wogancoffee.com/,Hartford,Hartford,CT,accepted,
"Cheshire Coffee - Waterbury, CT",cheshirecoffee.com,"3670 E Main St, Waterbury, CT 06705",http://cheshirecoffee.com/,Hartford,Hartford,CT,accepted,
Radical Roasters Coffee Roasters,radicalroasters.co.uk,"60-62 St Marks Rd, Easton, Bristol BS5 0LR, United Kingdom",http://www.radicalroasters.co.uk/,Hartford,Hartford,CT,accepted,
Daily Grind,dailygrindct.com,"17 Depot Pl, Unionville, CT 06085",http://dailygrindct.com/,Hartford,Hartford,CT,accepted,
Clifton Coffee Roasters,cliftoncoffee.co.uk,"Island Trade Pk, Bristow Broadway, Avonmouth, Bristol BS11 9FB, United Kingdom",http://www.cliftoncoffee.co.uk/,Hartford,Hartford,CT,accepted,
Heart & Graft Coffee Roastery,heartandgraft.co.uk,"Heart & Graft Coffee Ltd, 21 North St, Cheetham Hill, Manchester M8 8RE, United Kingdom",http://heartandgraft.co.uk/,Hartford,Hartford,CT,accepted,
"Mancoco Coffee Bar, Roastery & Barista Training School",mancoco.co.uk,"85 Hewitt St, Manchester M15 4GB, United Kingdom",http://mancoco.co.uk/,Hartford,Hartford,CT,accepted,
Candlewood Coffee,candlewoodcoffee.com,"Lower Building, 7 Del Mar Dr, Brookfield, CT 06804",http://candlewoodcoffee.com/,Hartford,Hartford,CT,accepted,
Green Kettle Coffee,greenkettlecoffee.com,"208 Center St, Wallingford, CT 06492",http://greenkettlecoffee.com/,Hartford,Hartford,CT,accepted,
Modern Love Coffee Roasters,modernlovect.com,"55 High Ridge Rd, Stamford, CT 06905",https://www.modernlovect.com/,Hartford,Hartford,CT,accepted,
Birdhouse Coffee,birdhousecoffee.com,"765 Sullivan Ave, South Windsor, CT 06074",http://birdhousecoffee.com/,Hartford,Hartford,CT,accepted,
Sleeping Giant Coffee Roastery (NO DRINKS - ONLY BEANS),sleepinggiantcoffee.com,"26 Selden St Unit C, Woodbridge, CT 06525",https://www.sleepinggiantcoffee.com/,Hartford,Hartford,CT,accepted,
Connecticut Valley Brewing Company,ctvalleybrewing.com,"765 Sullivan Ave, South Windsor, CT 06074",http://ctvalleybrewing.com/,Hartford,Hartford,CT,accepted,
Simply Colombian Coffee,simplycolombiancoffee.com,"90 Highview Ave E, London, ON N6C 5Y9",https://www.simplycolombiancoffee.com/,London,London,ON,accepted,
The Wild Goat Coffee Company,thewildgoatcoffeecompany.com,"22360 Pioneer Line, Rodney, ON N0L 2C0",https://www.thewildgoatcoffeecompany.com/,London,London,ON,accepted,
Hutsul Coffee Space,hutsulcoffee.ca,"247 Adelaide St S, London, ON N5Z 3K7",https://hutsulcoffee.ca/,London,London,ON,accepted,
Asmara Coffee House,asmaracoffeehouse.com,"700 York St, London, ON N5W 2S8",https://asmaracoffeehouse.com/,London,London,ON,accepted,
Patricks Beans,patricksbeans.com,"79 Bessemer Rd Unit 17, London, ON N6E 1P9",http://patricksbeans.com/,London,London,ON,accepted,
Snapping Turtle Coffee Roasters,snappingturtlecoffee.com,"145 Queen St E, St. Marys, ON N4X 1A9",http://www.snappingturtlecoffee.com/,London,London,ON,accepted,
To Bean or Not to Bean - Stratford's Coffee Roasting Company,stratfordcoffee.com,"285 Lorne Ave E #8, Stratford, ON N5A 7R5",https://stratfordcoffee.com/,London,London,ON,accepted,
Commonwealth Coffee,commonwealthcoffee.ca,"478 Richmond St, London, ON N6A 3E6",http://www.commonwealthcoffee.ca/,London,London,ON,accepted,
O-Joe Coffee,ojoecoffee.com,"9 Front St W, Strathroy, ON N7G 1X5",http://ojoecoffee.com/,London,London,ON,accepted,
Caffeine Plus,caffeinepluscanada.ca,"395 Wellington Rd, London, ON N6C 5Z6",https://www.caffeinepluscanada.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2993219765162035046,London,London,ON,accepted,
Altitude Coffee London,altitudecoffeelondon.com,"Unit 2, 190 Hornchurch Rd, Hornchurch RM11 1QL, United Kingdom",https://altitudecoffeelondon.com/,London,London,ON,accepted,
Artisan Bakery,artisanbakerylondon.com,"864 Dundas St, London, ON N5W 2Z8",http://artisanbakerylondon.com/,London,London,ON,accepted,
Balzac's Guelph,shop.balzacs.com,"5 Gordon St #100, Guelph, ON N1H 4G8",https://shop.balzacs.com/pages/guelph,London,London,ON,accepted,
Kintore Coffee Co.,kintorecoffee.com,"117 Huron St, Embro, ON N0J 1J0",http://www.kintorecoffee.com/,London,London,ON,accepted,
Red Lantern Coffee Co.,redlanterncoffeeco.com,"4 Main St W, Kingsville, ON N9Y 1H1",http://www.redlanterncoffeeco.com/,London,London,ON,accepted,
Las Chicas Del Cafe,laschicasdelcafe.com,"Parking lot, Canada Southern Railway Station, Parking lot, 750 Talbot St, St Thomas, ON N5P 1E2",http://laschicasdelcafe.com/,London,London,ON,accepted,
The Harbour Merchant Coffee Company Inc.,harbourmerchant.com,"288 Bridge St, Port Stanley, ON N5L 1C3",http://www.harbourmerchant.com/,London,London,ON,accepted,
Zafiato Cafe Supplies,zafiato.ca,"1450 Bell Mill Side Rd Unit B, Tillsonburg, ON N4G 4G9",https://www.zafiato.ca/,London,London,ON,accepted,
Shopbike Coffee Roasters,shopbikecoffee.com,"11 Bayfield Main St N, Bayfield, ON N0M 1G0",http://www.shopbikecoffee.com/,London,London,ON,accepted,
Beans and Brews,beans-and-brews.square.site,"16 Kirwin Dr, Ingersoll, ON N5C 3M3",https://beans-and-brews.square.site/,London,London,ON,accepted,
Personal Service Coffee,personalservicecoffee.ca,"1147 Dundas St, Woodstock, ON N4S 8W3",https://personalservicecoffee.ca/,London,London,ON,accepted,
Deja Bru,dejabru.ca,"31 Norfolk St N, Simcoe, ON N3Y 3N6",http://www.dejabru.ca/,London,London,ON,accepted,
The Creative Bru-tique,thecreativebrutique.ca,"31 Norfolk St N, Simcoe, ON N3Y 3N6",http://www.thecreativebrutique.ca/,London,London,ON,accepted,
Crave Coffee Brantford,cravecoffee.ca,"325-a King George Rd, Brantford, ON N3R 5L9",https://cravecoffee.ca/,London,London,ON,accepted,
Coffee Stiles,coffeestiles.com,"221 Woodlawn Rd W, Guelph, ON N1H 8P4",http://www.coffeestiles.com/,London,London,ON,accepted,
KW Coffee Collective,kwcoffeecollective.ca,"110-50 Ottawa Street S, Kitchener, ON N2G 3S7",http://kwcoffeecollective.ca/,London,London,ON,accepted,
EcoCafe,ecocafestjacobs.com,"1441 King St N, St. Jacobs, ON N0B 2N0",http://www.ecocafestjacobs.com/,London,London,ON,accepted,
Café Clementina (Bakery & Roastery) Inc,cafeclementina.com,"17 Benton St, Kitchener, ON N2G 1V8",http://www.cafeclementina.com/,London,London,ON,accepted,
ASPECT Roaster & Cafe,aspectroaster.com,"270 Bronte St N, Milton, ON L9T 2N9",http://www.aspectroaster.com/,London,London,ON,accepted,
Country Road Coffee Roastery,countryroadcoffee.com,"312318 Dereham Line, Tillsonburg, ON N4G 4G8",http://www.countryroadcoffee.com/,London,London,ON,accepted,
Coastal Coffee,coastalcoffeecompany.ca,"86252 Kintail Line, Goderich, ON N7A 3X9",http://www.coastalcoffeecompany.ca/,London,London,ON,accepted,
Epic North Coffee,epicnorthcoffee.com,"255 Marsh Hill Rd, Stirling, ON K0K 3E0",http://www.epicnorthcoffee.com/,London,London,ON,accepted,
Monigram Coffee Roasters,monigram.ca,"16 Ainslie St S, Cambridge, ON N1R 3K1",http://monigram.ca/,London,London,ON,accepted,
Centurion Coffee,centurioncoffee.ca,"1027 Gordon St Suite 10, Guelph, ON N1G 4X1",http://www.centurioncoffee.ca/,London,London,ON,accepted,
Thirds Roasting Collective,thirdscoffeeco.com,"119 John St N, Hamilton, ON L8R 1H7",http://thirdscoffeeco.com/,London,London,ON,accepted,
Belching Barista,belchingbarista.com,"13 Alice St, Waterford, ON N0E 1Y0",http://belchingbarista.com/,London,London,ON,accepted,
North Roast Coffee,northroast.com,"721 Progress Ave, Kingston, ON K7M 6S4",http://www.northroast.com/,London,London,ON,accepted,
les cafés Aroma Select,aromaselect.ca,"200 Principale St, Gatineau, Quebec J9H 6J4",http://www.aromaselect.ca/,London,London,ON,accepted,
The Creemore Coffee Company Inc.,creemorecoffee.com,"5273 County Rd 9, New Lowell, ON L0M 1N0",http://www.creemorecoffee.com/,London,London,ON,accepted,
Marietta's Daily Delights,mdelights.ca,"150 Main St W, Ridgetown, ON N0P 2C0",http://www.mdelights.ca/,London,London,ON,accepted,
Roasted Coffee Roastery,roastedcoffeehfx.com,"39 Ridgevale Dr, Bedford, NS B4A 3L8",https://roastedcoffeehfx.com/,Halifax,Halifax,NS,accepted,
Expedition Coffee Roasters,expeditioncoffeeroasters.com,"1813 Nova Scotia Trunk 1 Suite A, Falmouth, NS B0P 1P0",https://expeditioncoffeeroasters.com/,Halifax,Halifax,NS,accepted,
Sunday Silence Coffee Co.,sundaysilencecoffee.com,"44 Hiltz Hill Rd, Mahone Bay, NS B0J 2E0",http://www.sundaysilencecoffee.com/,Halifax,Halifax,NS,accepted,
Java Blend Coffee Roasters,javablendcoffee.com,"6027 North St, Halifax, NS B3K 1N9",http://www.javablendcoffee.com/,Halifax,Halifax,NS,accepted,
Nova Coffee,novacoffee.com,"283 Pelton Mountain Rd, Lakeville, NS B4N 3V7",http://www.novacoffee.com/,Halifax,Halifax,NS,accepted,
Rescue Coffee Co.,rescuecoffeeco.com,"Inside The Coffee Pro, 961 Bedford Hwy, Bedford, NS B4A 1A9",https://rescuecoffeeco.com/,Halifax,Halifax,NS,accepted,
